Year,Borough,BoroSalesVolume,as.factor(Year),CitySalesVolume
2022,QNsv,6.66,2022,NA
2018.35,BKsv,30.34,2018.35,NA
2018.35,MNsv,12.37,2018.35,NA
2018.35,BXsv,NA,2018.35,NA
2018.35,QNsv,NA,2018.35,NA
2017.72,BKsv,30.34,2017.72,NA
2017.72,MNsv,12.37,2017.72,NA
2017.72,BXsv,NA,2017.72,NA
2017.72,QNsv,NA,2017.72,NA
2018.42,BKsv,31.09,2018.42,NA
2018.42,MNsv,12.27,2018.42,NA
2018.42,BXsv,NA,2018.42,NA
2018.42,QNsv,NA,2018.42,NA
2017.92,BKsv,31.09,2017.92,NA
2017.92,MNsv,12.27,2017.92,NA
2017.92,BXsv,NA,2017.92,NA
2017.92,QNsv,NA,2017.92,NA
2018.51,BKsv,31.87,2018.51,NA
2018.51,MNsv,12.81,2018.51,NA
2018.51,BXsv,NA,2018.51,NA
2018.51,QNsv,NA,2018.51,NA
2018.12,BKsv,31.87,2018.12,NA
2018.12,MNsv,12.81,2018.12,NA
2018.12,BXsv,NA,2018.12,NA
2018.12,QNsv,NA,2018.12,NA
2018.66,BKsv,32.5,2018.66,NA
2018.66,MNsv,13.58,2018.66,NA
2018.66,BXsv,NA,2018.66,NA
2018.66,QNsv,NA,2018.66,NA
2018.31,BKsv,32.5,2018.31,NA
2018.31,MNsv,13.58,2018.31,NA
2018.31,BXsv,NA,2018.31,NA
2018.31,QNsv,NA,2018.31,NA
2018.83,BKsv,32.14,2018.83,NA
2018.83,MNsv,14.34,2018.83,NA
2018.83,BXsv,NA,2018.83,NA
2018.83,QNsv,NA,2018.83,NA
2018.48,BKsv,32.14,2018.48,NA
2018.48,MNsv,14.34,2018.48,NA
2018.48,BXsv,NA,2018.48,NA
2018.48,QNsv,NA,2018.48,NA
2018.93,BKsv,31.25,2018.93,NA
2018.93,MNsv,15.01,2018.93,NA
2018.93,BXsv,NA,2018.93,NA
2018.93,QNsv,NA,2018.93,NA
2018.66,BKsv,31.25,2018.66,NA
2018.66,MNsv,15.01,2018.66,NA
2019.01,BKsv,30.44,2019.01,NA
2019.01,MNsv,15.48,2019.01,NA
2019.01,BXsv,NA,2019.01,NA
2019.01,QNsv,NA,2019.01,NA
2018.87,BKsv,30.44,2018.87,NA
2018.87,MNsv,15.48,2018.87,NA
2018.87,BXsv,NA,2018.87,NA
2018.87,QNsv,NA,2018.87,NA
2019.08,BKsv,29.68,2019.08,NA
2019.08,MNsv,15.99,2019.08,NA
2019.08,BXsv,NA,2019.08,NA
2019.08,QNsv,NA,2019.08,NA
2019.07,BKsv,29.68,2019.07,NA
2019.07,MNsv,15.99,2019.07,NA
2019.07,BXsv,NA,2019.07,NA
2019.07,QNsv,NA,2019.07,NA
2019.14,BKsv,28.88,2019.14,NA
2019.14,MNsv,16.45,2019.14,NA
2019.14,BXsv,NA,2019.14,NA
2019.14,QNsv,NA,2019.14,NA
2019.28,BKsv,28.88,2019.28,NA
2019.28,MNsv,16.45,2019.28,NA
2019.28,BXsv,NA,2019.28,NA
2019.28,QNsv,NA,2019.28,NA
2019.19,BKsv,28.09,2019.19,NA
2019.19,MNsv,16.68,2019.19,NA
2019.19,BXsv,NA,2019.19,NA
2019.19,QNsv,NA,2019.19,NA
2019.48,BKsv,28.09,2019.48,NA
2019.48,MNsv,16.68,2019.48,NA
2019.48,BXsv,NA,2019.48,NA
2019.48,QNsv,NA,2019.48,NA
2019.24,BKsv,27.34,2019.24,NA
2019.24,MNsv,16.48,2019.24,NA
2019.24,BXsv,NA,2019.24,NA
2019.24,QNsv,NA,2019.24,NA
2019.69,BKsv,27.34,2019.69,NA
2019.69,MNsv,16.48,2019.69,NA
2019.69,BXsv,NA,2019.69,NA
2019.69,QNsv,NA,2019.69,NA
2019.3,BKsv,26.56,2019.3,NA
2019.3,MNsv,15.79,2019.3,NA
2019.3,BXsv,NA,2019.3,NA
2019.3,QNsv,NA,2019.3,NA
2019.85,BKsv,26.56,2019.85,NA
2019.85,MNsv,15.79,2019.85,NA
2019.85,BXsv,NA,2019.85,NA
2019.85,QNsv,NA,2019.85,NA
2019.35,BKsv,25.7,2019.35,NA
2019.35,MNsv,14.86,2019.35,NA
2019.35,BXsv,NA,2019.35,NA
2019.35,QNsv,NA,2019.35,NA
2019.96,BKsv,25.7,2019.96,NA
2019.96,MNsv,14.86,2019.96,NA
2019.96,BXsv,NA,2019.96,NA
2019.96,QNsv,NA,2019.96,NA
2019.41,BKsv,24.83,2019.41,NA
2019.41,MNsv,13.97,2019.41,NA
2019.41,BXsv,NA,2019.41,NA
2019.41,QNsv,NA,2019.41,NA
2020.06,BKsv,24.83,2020.06,NA
2020.06,MNsv,13.97,2020.06,NA
2020.06,BXsv,NA,2020.06,NA
2020.06,QNsv,NA,2020.06,NA
2019.46,BKsv,23.97,2019.46,NA
2019.46,MNsv,13.15,2019.46,NA
2019.46,BXsv,NA,2019.46,NA
2019.46,QNsv,NA,2019.46,NA
2020.13,BKsv,23.97,2020.13,NA
2020.13,MNsv,13.15,2020.13,NA
2020.13,BXsv,NA,2020.13,NA
2020.13,QNsv,NA,2020.13,NA
2019.52,BKsv,23.13,2019.52,NA
2019.52,MNsv,12.38,2019.52,NA
2019.52,BXsv,NA,2019.52,NA
2019.52,QNsv,NA,2019.52,NA
2020.2,BKsv,23.13,2020.2,NA
2020.2,MNsv,12.38,2020.2,NA
2020.2,BXsv,NA,2020.2,NA
2020.2,QNsv,NA,2020.2,NA
2019.58,BKsv,22.26,2019.58,NA
2019.58,MNsv,11.57,2019.58,NA
2019.58,BXsv,NA,2019.58,NA
2019.58,QNsv,NA,2019.58,NA
2020.26,BKsv,22.26,2020.26,NA
2020.26,MNsv,11.57,2020.26,NA
2020.26,BXsv,NA,2020.26,NA
2020.26,QNsv,NA,2020.26,NA
2019.64,BKsv,21.44,2019.64,NA
2019.64,MNsv,10.74,2019.64,NA
2019.64,BXsv,NA,2019.64,NA
2019.64,QNsv,NA,2019.64,NA
2020.33,BKsv,21.44,2020.33,NA
2020.33,MNsv,10.74,2020.33,NA
2020.33,BXsv,NA,2020.33,NA
2020.33,QNsv,NA,2020.33,NA
2019.7,BKsv,20.73,2019.7,NA
2019.7,MNsv,9.94,2019.7,NA
2019.7,BXsv,NA,2019.7,NA
2019.7,QNsv,NA,2019.7,NA
2020.39,BKsv,20.73,2020.39,NA
2020.39,MNsv,9.94,2020.39,NA
2020.39,BXsv,NA,2020.39,NA
2020.39,QNsv,NA,2020.39,NA
2019.78,BKsv,19.97,2019.78,NA
2019.78,MNsv,9.22,2019.78,NA
2019.78,BXsv,NA,2019.78,NA
2019.78,QNsv,NA,2019.78,NA
2020.44,BKsv,19.97,2020.44,NA
2020.44,MNsv,9.22,2020.44,NA
2020.44,BXsv,NA,2020.44,NA
2020.44,QNsv,NA,2020.44,NA
2019.87,BKsv,19.31,2019.87,NA
2019.87,MNsv,8.49,2019.87,NA
2019.87,BXsv,NA,2019.87,NA
2019.87,QNsv,NA,2019.87,NA
2020.5,BKsv,19.31,2020.5,NA
2020.5,MNsv,8.49,2020.5,NA
2020.5,BXsv,NA,2020.5,NA
2020.5,QNsv,NA,2020.5,NA
2020,BKsv,18.57,2020,NA
2020,MNsv,7.75,2020,NA
2020,BXsv,NA,2020,NA
2020,QNsv,NA,2020,NA
2020.55,BKsv,18.57,2020.55,NA
2020.55,MNsv,7.75,2020.55,NA
2020.55,BXsv,NA,2020.55,NA
2020.55,QNsv,NA,2020.55,NA
2020.15,BKsv,17.85,2020.15,NA
2020.15,MNsv,6.92,2020.15,NA
2020.15,BXsv,NA,2020.15,NA
2020.15,QNsv,NA,2020.15,NA
2020.63,BKsv,17.85,2020.63,NA
2020.63,MNsv,6.92,2020.63,NA
2020.63,BXsv,NA,2020.63,NA
2020.63,QNsv,NA,2020.63,NA
2020.34,BKsv,17.15,2020.34,NA
2020.34,MNsv,6.09,2020.34,NA
2020.34,BXsv,NA,2020.34,NA
2020.34,QNsv,NA,2020.34,NA
2020.72,BKsv,17.15,2020.72,NA
2020.72,MNsv,6.09,2020.72,NA
2020.72,BXsv,NA,2020.72,NA
2020.72,QNsv,NA,2020.72,NA
2020.54,BKsv,16.54,2020.54,NA
2020.54,MNsv,5.48,2020.54,NA
2020.54,BXsv,NA,2020.54,NA
2020.54,QNsv,NA,2020.54,NA
2020.83,BKsv,16.54,2020.83,NA
2020.83,MNsv,5.48,2020.83,NA
2020.83,BXsv,NA,2020.83,NA
2020.83,QNsv,NA,2020.83,NA
2020.75,BKsv,16.01,2020.75,NA
2020.75,MNsv,4.65,2020.75,NA
2020.75,BXsv,NA,2020.75,NA
2020.75,QNsv,NA,2020.75,NA
2020.97,BKsv,16.01,2020.97,NA
2020.97,MNsv,4.65,2020.97,NA
2020.97,BXsv,NA,2020.97,NA
2020.97,QNsv,NA,2020.97,NA
2020.95,BKsv,15.48,2020.95,NA
2020.95,MNsv,4.47,2020.95,NA
2020.95,BXsv,NA,2020.95,NA
2020.95,QNsv,NA,2020.95,NA
2021.18,BKsv,15.48,2021.18,NA
2021.18,MNsv,4.47,2021.18,NA
2021.18,BXsv,NA,2021.18,NA
2021.18,QNsv,NA,2021.18,NA
2021.16,BKsv,15.06,2021.16,NA
2021.16,MNsv,4.66,2021.16,NA
2021.16,BXsv,NA,2021.16,NA
2021.16,QNsv,NA,2021.16,NA
2021.38,BKsv,15.06,2021.38,NA
2021.38,MNsv,4.66,2021.38,NA
2021.38,BXsv,NA,2021.38,NA
2021.38,QNsv,NA,2021.38,NA
2021.36,BKsv,14.75,2021.36,NA
2021.36,MNsv,5.06,2021.36,NA
2021.36,BXsv,NA,2021.36,NA
2021.36,QNsv,NA,2021.36,NA
2021.59,BKsv,14.75,2021.59,NA
2021.59,MNsv,5.06,2021.59,NA
2021.59,BXsv,NA,2021.59,NA
2021.59,QNsv,NA,2021.59,NA
2021.57,BKsv,14.5,2021.57,NA
2021.57,MNsv,5.48,2021.57,NA
2021.57,BXsv,NA,2021.57,NA
2021.57,QNsv,NA,2021.57,NA
2021.79,BKsv,14.5,2021.79,NA
2021.79,MNsv,5.48,2021.79,NA
2021.79,BXsv,NA,2021.79,NA
2021.79,QNsv,NA,2021.79,NA
2021.77,BKsv,14.26,2021.77,NA
2021.77,MNsv,5.69,2021.77,NA
2021.77,BXsv,NA,2021.77,NA
2021.77,QNsv,NA,2021.77,NA
2021.95,BKsv,14.26,2021.95,NA
2021.95,MNsv,5.69,2021.95,NA
2021.95,BXsv,NA,2021.95,NA
2021.95,QNsv,NA,2021.95,NA
2021.94,BKsv,14.05,2021.94,NA
2021.94,MNsv,NA,2021.94,NA
2021.94,BXsv,NA,2021.94,NA
2021.94,QNsv,NA,2021.94,NA
